headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Klarna doesn't exist in a bubble: CEO after firing 10% of startup's workforce,"Klarna CEO Sebastian Siemiatkowski told employees the Swedish fintech startup ""doesn't exist in a bubble"" as he announced plans to fire about 10% of its global workforce. ""When we set our business plans for 2022...it was a very different world,"" he wrote. ""Since then, we've seen a tragic...war in Ukraine unfold...increase in inflation, a highly volatile stock market,"" Siemiatkowski added.",2022-05-24,Hiral Goyal,https://www.klarna.com/us/blog/company-announcement-from-ceo-sebastian/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653382110046_107.jpg?,https://inshorts.com/en/news/klarna-doesnt-exist-in-a-bubble-ceo-after-firing-10-of-startups-workforce-1653384040118,Klarna,Tuesday
Delhivery rises 10% after its shares list at 1.68% premium,"Logistics and supply chain startup Delhivery's shares saw a nearly 10% rise in intraday trade on Tuesday after its stock got listed at ₹495.20 apiece, 1.68% over the issue price, on NSE. On BSE, the shares were listed at ₹493 apiece, a premium of 1.2% over its issue price of ₹487. Delhivery had launched its ₹5,235-crore IPO on May 11.",2022-05-24,Aishwarya Awasthi,https://www.moneycontrol.com/news/business/ipo/muted-listing-delhivery-ipo-shares-list-at-rs-495-20-a-1-68-premium-over-issue-price-8562951.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653372894125_756.jpg?,https://inshorts.com/en/news/delhivery-rises-10-after-its-shares-list-at-168-premium-1653375625543,Moneycontrol,Tuesday
"Zomato shares record best day since market debut, close 14% higher","Shares of homegrown food delivery startup Zomato on Tuesday recorded their best day since the stock market debut in July last year. Zomato shares closed 14.72% higher on NSE on Tuesday after soaring 18% during intraday trading. The company's shares gained despite Zomato reporting a net loss of ₹359.7 crore for the fourth quarter, while its revenue surged 75% year-on-year.",2022-05-24,Hiral Goyal,https://www.bqprime.com/business/zomato-share-price-jumps-13-after-q4-results-as-analysts-bet-on-better-unit-economics?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653396454788_714.jpg?,https://inshorts.com/en/news/zomato-shares-record-best-day-since-market-debut-close-14-higher-1653398135468,BQ Prime,Tuesday
India considers tax cut on soybean and sunflower oils: Report,"India is considering cutting an import levy on soybean and sunflower oils amid surging prices of food, Bloomberg reported on Tuesday. The government is weighing whether to reduce the agriculture infrastructure and development cess, currently at 5%, or abolish it, the report said. A decision on the matter could be taken this week, Bloomberg quoted a source as saying.",2022-05-24,Hiral Goyal,https://www.moneycontrol.com/news/business/india-considers-tax-cut-on-soybean-and-sunflower-oil-to-cool-prices-8568501.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653397225283_881.jpg?,https://inshorts.com/en/news/india-considers-tax-cut-on-soybean-and-sunflower-oils-report-1653400296158,Moneycontrol,Tuesday
"India looking to limit sugar exports, say reports; sugar companies' shares plunge",Shares of sugar companies plunged on Tuesday after reports said that Indian government is looking to limit sugar exports for the first time in six years to prevent a surge in domestic prices. Reuters reported the government could cap this season's exports at 10 million tonnes. India is the world's biggest sugar producer and the second biggest exporter behind Brazil.,2022-05-24,Hiral Goyal,https://www.reuters.com/markets/commodities/india-could-restrict-sugar-exports-10-mln-t-govt-source-says-2022-05-24/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653382897574_25.jpg?,https://inshorts.com/en/news/india-looking-to-limit-sugar-exports-say-reports-sugar-companies-shares-plunge-1653383635112,Reuters,Tuesday
Sri Lanka seeks $500 million loan from India for purchase of petroleum products,"Sri Lanka is seeking a $500-million loan from the Export-Import Bank of India (India Exim Bank) to purchase petroleum products amid severe economic crisis. Sri Lanka on Tuesday raised petrol and diesel prices by record 24.3% and 38.4%, respectively. On Monday, India delivered around 40,000 metric tonnes of petrol to Sri Lanka, days after supplying 40,000 metric tonnes of diesel.",2022-05-24,Hiral Goyal,https://www.moneycontrol.com/news/world/sri-lanka-seeks-500-million-loan-from-india-for-fuel-purchases-amid-forex-crisis-2-8565281.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653385505705_443.jpg?,https://inshorts.com/en/news/sri-lanka-seeks-$500-million-loan-from-india-for-purchase-of-petroleum-products-1653387843043,Moneycontrol,Tuesday
Former NSE CEO Chitra Ramkrishna gets ₹3.12 crore demand notice from SEBI,The Securities and Exchange Board of India (SEBI) has issued a notice to NSE's former CEO Chitra Ramkrishna asking her to pay ₹3.12 crore in a case related to governance lapses at the stock exchange. The SEBI has warned Ramkrishna of arrest and attachment of assets and bank accounts if she fails to pay the penalty amount within 15 days.,2022-05-24,Hiral Goyal,https://www.financialexpress.com/market/sebi-issues-rs-3-12-cr-demand-notice-to-nses-ex-boss-chitra-ramkrishna/2536303/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653398635901_312.jpg?,https://inshorts.com/en/news/former-nse-ceo-chitra-ramkrishna-gets-₹312-crore-demand-notice-from-sebi-1653400156888,Financial Express,Tuesday
"Adani Green to invest ₹60,000 crore in Andhra, create 10,000 jobs","Adani Green Energy has signed an MoU with Andhra Pradesh government to set up projects worth around ₹60,000 crore in the state. The renewable energy company will set up a 3,700 MW pumped storage hydro power plant and a 10,000 MW solar power project. The projects are expected to create direct and indirect employment for 10,000 people.",2022-05-24,Ananya Goyal,https://www.freepressjournal.in/amp/business/adani-green-energy-signs-mou-with-ap-for-projects-worth-rs-60000-cr?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653390458834_311.jpg?,https://inshorts.com/en/news/adani-green-to-invest-₹60000-crore-in-andhra-create-10000-jobs-1653397175791,Free Press Journal,Tuesday
Egyptian media tycoon jailed for sexually assaulting 7 orphan girls,"An Egyptian court has sentenced businessman Mohamed el-Amin to three years in prison for sexually assaulting seven minor girls in an orphanage he founded. He has also been ordered to pay a fine of 200,000 Egyptian pounds (about $11,000). The tycoon, who founded several Egyptian media outlets, was arrested in January after allegations of sexual abuse at the orphanage surfaced.",2022-05-24,Athira Sasidharan,https://apnews.com/article/cairo-middle-east-egypt-africa-crime-c6e8755d321601da01cdc78daa06e0af?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653377654803_975.jpg?,https://inshorts.com/en/news/egyptian-media-tycoon-jailed-for-sexually-assaulting-7-orphan-girls-1653381171017,The Associated Press,Tuesday
Idea that sustainable business is costly needs to go: Unilever CEO,"Unilever CEO Alan Jope said the idea that sustainable business is costly needs to go. Speaking at a panel discussion at the World Economic Forum 2022 in Davos, Jope said, ""Our sustainable brands...are growing much faster than the rest of our portfolio."" Unilever's customers, particularly young people, are making brand choices based on social and environmental impact, he added.",2022-05-24,Ashley Paul,https://www.bqprime.com/business/davos-wef-2022-idea-that-sustainability-is-costly-needs-to-go-says-unilever-ceo?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653407732361_526.jpg?,https://inshorts.com/en/news/idea-that-sustainable-business-is-costly-needs-to-go-unilever-ceo-1653409556546,BQ Prime,Tuesday
US oil price drops below $110 mark on global recession fears,"US oil price fell below the $110 mark on Tuesday amid fears of a possible global recession and China's COVID-19 curbs affecting supply. While US West Texas Intermediate (WTI) fell 72 cents to $109.57/barrel, Brent crude fell 56 cents to $112.86/barrel. Price of Brent crude earlier hit $139/barrel in March this year, its highest since 2008.",2022-05-24,Ashley Paul,https://www.reuters.com/markets/commodities/oil-prices-ease-concerns-over-recession-weaker-consumption-2022-05-24/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653385277470_198.jpg?,https://inshorts.com/en/news/us-oil-price-drops-below-$110-mark-on-global-recession-fears-1653386572078,Reuters,Tuesday
Export duty hike on iron ore to ensure steel supply for domestic use: Govt,"Steel Secretary Sanjay Singh on Tuesday defended the government's move to increase export duty by 50% on iron ore and 15% on some steel intermediaries. Singh said the decision was taken to ensure that ""domestically we can consume more than we produce"". He added that the raw material problem was addressed by waiving import duty on coking coal and ferronickel.",2022-05-24,Ananya Goyal,https://www.timesnownews.com/business-economy/industry/export-duty-hike-on-iron-ore-to-ensure-steel-supply-for-domestic-consumption-govt-article-91764042/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653402004865_883.jpg?,https://inshorts.com/en/news/export-duty-hike-on-iron-ore-to-ensure-steel-supply-for-domestic-use-govt-1653411163648,Times Now,Tuesday
"Aditya Birla Fashion to sell 7.5% stake to GIC to raise ₹2,195 cr","Aditya Birla Fashion on Tuesday said its board has approved raising up to ₹2,195 crore by selling a minority stake of 7.5% to Singapore's GIC sovereign wealth fund. Investments will be raised by way of preferential issuance of equity and warrants to an affiliate of GIC. After the transaction, Aditya Birla Group will hold 51.9% stake in the company.",2022-05-24,Ananya Goyal,https://www.financialexpress.com/industry/aditya-birla-fashions-sells-minority-stake-to-singapores-sovereign-fund-gic-raises-rs-2195-crore/2535636/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653385639022_887.jpg?,https://inshorts.com/en/news/aditya-birla-fashion-to-sell-75-stake-to-gic-to-raise-₹2195-cr-1653392446635,Financial Express,Tuesday
SC stays NGT order imposing over ₹15 cr fine on Coca-Cola bottler,"The Supreme Court has stayed a National Green Tribunal order imposing a penalty of over ₹15 crore on Coca-Cola bottling unit Moon Beverages. Earlier this year, the NGT had found Moon Beverages guilty of exploiting groundwater for bottling plants in UP's Greater Noida and Sahibabad. As per the petitioner, the extraction was being done in an indiscreet and arbitrary manner.",2022-05-24,Ananya Goyal,https://www.moneycontrol.com/news/trends/current-affairs-trends/sc-stays-ngt-order-imposing-penalty-of-over-rs-15-crore-on-coca-colas-bottling-unit-8566871.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653388815836_754.jpg?,https://inshorts.com/en/news/sc-stays-ngt-order-imposing-over-₹15-cr-fine-on-cocacola-bottler-1653394266150,Moneycontrol,Tuesday
World lost 11.2 crore jobs in first quarter of 2022: ILO report,"The number of hours worked globally in the first quarter of 2022 dropped to 3.8% below the employment situation before the pandemic, a report by International Labour Organisation (ILO) revealed. The report said this is equivalent to a deficit of 11.2 crore full-time jobs. It cited fresh lockdowns in China, Ukraine-Russia conflict and inflation as the reasons for the findings.",2022-05-24,Ananya Goyal,https://twitter.com/ilo/status/1528722453182259206?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653396817262_773.jpg?,https://inshorts.com/en/news/world-lost-112-crore-jobs-in-first-quarter-of-2022-ilo-report-1653404502689,Twitter,Tuesday
Housing prices rise by up to 11% across 8 cities in Jan-Mar: Report,"A joint report by CREDAI, Colliers and Liases Foras said housing prices rose by up to 11% YoY across eight major cities between January and March 2022. Housing prices in Delhi-NCR witnessed the highest rise of 11% to ₹7,363/square feet, followed by Hyderabad with a 9% rise to ₹9,232/square feet. Ahmedabad saw an 8% rise to ₹5,721/square feet.",2022-05-24,Ashley Paul,https://www.financialexpress.com/money/housing-prices-rise-up-to-11-pc-across-8-cities-in-january-march/2536041/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653392325334_714.jpg?,https://inshorts.com/en/news/housing-prices-rise-by-up-to-11-across-8-cities-in-janmar-report-1653394917660,Financial Express,Tuesday
Virtue of subsidy only if it's swift & for short run: Piyush Goyal,"Commerce Minister Piyush Goyal, during a panel at the World Economic Forum in Davos, said the ""virtue of subsidy is only when it's swift and in the short run"". ""Our approach isn't going to be driven by subsidies...It's going to be...focused on structural reform and ease of doing business,"" he stated while urging Indian businesses to be ""more proactive"".",2022-05-24,Ananya Goyal,https://www.moneycontrol.com/news/business/virtue-of-subsidies-only-if-its-swift-for-short-run-piyush-goyal-8565661.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653383298673_353.jpg?,https://inshorts.com/en/news/virtue-of-subsidy-only-if-its-swift-for-short-run-piyush-goyal-1653387804591,Moneycontrol,Tuesday
SAIL posts its highest-ever revenue of ₹1.03 lakh crore in FY22,"Steel Authority of India Ltd (SAIL) posted its all-time high revenue from operations of ₹1.03 lakh crore in the fiscal year ending March 31, 2022, the company said in a statement. It added that during FY22, SAIL clocked in its best-ever performance in production and sales. The company's profit after tax stood at ₹12,015 crore during the fiscal, it added.",2022-05-24,Ananya Goyal,https://www.timesnownews.com/business-economy/companies/sail-logs-highest-ever-revenue-of-rs-1-03-lakh-cr-in-fy22-on-record-production-article-91769612?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653405729566_940.jpg?,https://inshorts.com/en/news/sail-posts-its-highestever-revenue-of-₹103-lakh-crore-in-fy22-1653410724102,Times Now,Tuesday
"Starbucks to exit Russia after 15 years, workers to get 6-month salaries","Starbucks on Monday announced that it will exit the Russian market after nearly 15 years. The company, which has 130 licensed stores in Russia, had earlier suspended all business activity in the country following the invasion of Ukraine. Starbucks has said that it will continue to support the 2,000 workers it employs in Russia, including paying them for six months.",2022-05-23,Hiral Goyal,https://www.reuters.com/business/retail-consumer/starbucks-liquidate-russian-entity-sota-vision-cites-source-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653315036744_918.jpg?,https://inshorts.com/en/news/starbucks-to-exit-russia-after-15-years-workers-to-get-6month-salaries-1653315843525,Reuters,Monday
"Govt issues warning for restaurants, says 'can't force customers to pay 'service charge''","The Department of Consumer Affairs on Monday cautioned restaurants that are forcefully making customers pay 'service charges', the government said. It stated that service charge is voluntary and at the discretion of consumers. This comes after a Hyderabad restaurant was fined for forcing a customer to pay service charge.",2022-05-23,Arshiya Chopra,https://www.thenewsminute.com/article/service-charge-optional-restaurants-can-t-force-customers-pay-union-govt-164282?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653326212000_899.jpg?,https://inshorts.com/en/news/govt-issues-warning-for-restaurants-says-cant-force-customers-to-pay-service-charge-1653326640961,The News Minute,Monday
Gautam Adani among 3 Indians on TIME's 100 Most Influential People of 2022 list,"India's richest person Gautam Adani, SC advocate Karuna Nundy and Kashmiri human rights activist Khurram Parvez have been featured in TIME magazine's world's 100 most influential people of 2022 list. Adani has featured in 'Titans' section alongside Apple CEO Tim Cook. Nundy and Parvez have featured in 'Leaders' section with Russian and Ukrainian Presidents Vladimir Putin and Volodymyr Zelenskyy.",2022-05-23,Sakshita Khosla,https://www.moneycontrol.com/news/trends/gautam-adani-karuna-nundy-khurram-parvez-among-time-100-most-influential-people-of-2022-8561841.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653321766267_486.jpg?,https://inshorts.com/en/news/gautam-adani-among-3-indians-on-times-100-most-influential-people-of-2022-1653322537563,Moneycontrol,Monday
"Bitcoin recovers to $30,000 after longest run of weekly losses since 2011","Bitcoin on Monday recovered to trade above $30,000 after the recent collapse of algorithmic stablecoin TerraUSD triggered a massive selloff in cryptocurrencies. The gain comes after Bitcoin fell for seven straight weeks, marking the longest losing streak for the world's largest cryptocurrency since August 2011, as per Bloomberg. Bitcoin rose 1.7% to trade at around $30,425 in London on Monday.",2022-05-23,Hiral Goyal,https://www.bqprime.com/crypto/bitcoin-recovers-to-30-000-area-after-shedding-weekend-weakness?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653317828362_216.jpg?,https://inshorts.com/en/news/bitcoin-recovers-to-$30000-after-longest-run-of-weekly-losses-since-2011-1653319281039,BQ Prime,Monday
Musk lost $10 bn net worth in a single day after sexual harassment claims emerged,"Elon Musk lost $10 billion of his net worth in a single day after sexual harassment allegations against him were reported. Musk's wealth was about $212 billion on Thursday as per the Bloomberg Billionaires Index, it fell to $201 billion after the report emerged. Currently, at $204 billion on the index, he is still the richest person in the world.",2022-05-24,Ridham Gambhir,https://www.independent.co.uk/tech/elon-musk-flight-attendant-sexual-misconduct-networth-b2085164.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653369466530_927.jpg?,https://inshorts.com/en/news/musk-lost-$10-bn-net-worth-in-a-single-day-after-sexual-harassment-claims-emerged-1653371099074,The Independent,Tuesday
"We've been cautioning, look what happened: RBI Governor on crypto crash","RBI Governor Shaktikanta Das told CNBC-TV18, ""We've been cautioning on crypto and look at what has happened to the crypto market now."" Talking about the recent crash in crypto market, he added, ""Had we been regulating it...people would be raising questions, 'what happened to regulations?'."" He further said crypto will ""seriously undermine"" India's monetary, financial and macroeconomic stability.",2022-05-23,Hiral Goyal,https://www.moneycontrol.com/news/business/rbi-governor-interview-citing-crypto-crash-shaktikanta-das-says-rbi-has-been-rightly-cautioning-investors-8559491.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653307108593_282.jpg?,https://inshorts.com/en/news/weve-been-cautioning-look-what-happened-rbi-governor-on-crypto-crash-1653308619150,Moneycontrol,Monday
Zomato shares surge 18% despite ₹360-crore loss in Q4 earnings,"Zomato shares surged by 18% during intraday trade on Tuesday, a day after the company announced its March quarter earnings. The firm reported a loss of around ₹360 crore in the fourth quarter, nearly triple from its net loss of ₹134 crore in the year-ago period. At ₹1,211.8 crore, its revenue surged by 75% as against ₹692.4 crore in Q4FY21.",2022-05-24,Ridham Gambhir,https://www.moneycontrol.com/news/business/stocks/zomato-losses-extend-should-you-buy-sell-or-hold-the-stock-8563171.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653371518306_278.jpg?,https://inshorts.com/en/news/zomato-shares-surge-18-despite-₹360crore-loss-in-q4-earnings-1653372719896,Moneycontrol,Tuesday
I don't use flight attendants: Musk amid claims of sexually harassing an air hostess,"Tesla CEO Elon Musk while replying to a follower wrote, ""Astute observers of my plane...will note...I don't use a flight attendant."" Musk has been accused of sexually harassing a SpaceX employed flight attendant in 2016. The follower had shared a statement by the SpaceX President, to which Musk also said, ""Only fruit and nuts are stocked on the plane.""",2022-05-24,Ridham Gambhir,https://twitter.com/elonmusk/status/1528872338866860032?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653361656839_732.jpg?,https://inshorts.com/en/news/i-dont-use-flight-attendants-musk-amid-claims-of-sexually-harassing-an-air-hostess-1653363002852,Twitter,Tuesday
"Zomato's net loss nearly triples to ₹359.7 crore in Q4, revenue rises 75%","Zomato on Monday reported a net loss of ₹359.7 crore for the fourth quarter ended March 31, 2022, marking a nearly threefold increase compared to ₹134.2 crore in the corresponding quarter last year. The food delivery company's revenue from operations stood at ₹1,211.8 crore, up 75.01% from ₹692.4 crore in the year-ago period.",2022-05-23,Hiral Goyal,https://www.moneycontrol.com/news/business/earnings/zomato-q4-results-net-loss-widens-to-rs-359-crore-revenue-comes-in-at-rs-1211-8-crore-8561411.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653311406934_633.jpg?,https://inshorts.com/en/news/zomatos-net-loss-nearly-triples-to-₹3597-crore-in-q4-revenue-rises-75-1653313419117,Moneycontrol,Monday
False allegations: SpaceX President on sexual harassment claims against Musk,"SpaceX President Gwynne Shotwell has defended CEO Elon Musk against the sexual harassment allegations reported against him recently. In an email to the staff, Shotwell wrote, ""Personally, I believe the allegations to be false; not because I work for Elon, but because I've worked closely with him for 20 years and have never seen nor heard anything resembling these allegations.""",2022-05-24,Ridham Gambhir,https://www.reuters.com/technology/spacex-president-defends-musk-against-sexual-misconduct-allegation-cnbc-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653360456324_148.jpg?,https://inshorts.com/en/news/false-allegations-spacex-president-on-sexual-harassment-claims-against-musk-1653360883551,Reuters,Tuesday
"Heatwaves credit negative for India, could worsen inflation, hurt growth: Moody's","The prolonged high temperatures that are affecting much of the northwestern part of India are a credit negative for the country, Moody's Investors Service said in a report. The report stated that heatwaves will curb wheat production and could lead to extended power outages. Therefore, heatwaves could exacerbate already high inflation and hurt growth in India, Moody's analysts further said.",2022-05-23,Hiral Goyal,https://www.hindustantimes.com/business/heatwave-poses-risks-to-not-just-climate-but-india-s-credit-scores-too-moody-101653298092830-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653313741536_26.jpg?,https://inshorts.com/en/news/heatwaves-credit-negative-for-india-could-worsen-inflation-hurt-growth-moodys-1653314672594,Hindustan Times,Monday
Serum Institute planning to set up its 1st manufacturing plant in Africa,The Serum Institute of India is planning to set up its first manufacturing plant in Africa in its efforts to expand globally. CEO Adar Poonawalla said he was meeting African officials in Davos for the same and also said that such projects usually require an investment of around $300 million. He didn't mention what products the African plant might make.,2022-05-24,Ridham Gambhir,https://www.reuters.com/business/healthcare-pharmaceuticals/indian-vaccine-giant-serum-plans-african-plant-global-expansion-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653365274643_589.jpg?,https://inshorts.com/en/news/serum-institute-planning-to-set-up-its-1st-manufacturing-plant-in-africa-1653366082117,Reuters,Tuesday
Airbnb to close its business in China amid tight COVID-19 restrictions,"Airbnb is shutting down its domestic business in China amid the country's tight COVID-19 restrictions. All listings for homes in the country will be removed from July 30. While Airbnb set up its business in China in 2016, stays in the country accounted for only 1% of the company's revenue over the last few years.",2022-05-24,Ridham Gambhir,https://www.reuters.com/markets/asia/airbnb-says-will-shut-domestic-business-china-july-30-2022-05-24/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653361915239_255.jpg?,https://inshorts.com/en/news/airbnb-to-close-its-business-in-china-amid-tight-covid19-restrictions-1653363935047,Reuters,Tuesday
Vacate govt-owned housing colonies by July 26: Air India tells staff,"Air India has asked its employees to vacate the government-owned housing colonies by July 26, according to an official document. While Tata Group won the bid for Air India last year, as per terms of disinvestment, the airline's non-core assets such as housing colonies will remain with the government. Air India has two major housing colonies in Delhi and Mumbai.",2022-05-24,Ridham Gambhir,https://theprint.in/india/air-india-asks-staff-to-vacate-govt-owned-housing-colonies-by-july-26/968153/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653360518218_366.jpg?,https://inshorts.com/en/news/vacate-govtowned-housing-colonies-by-july-26-air-india-tells-staff-1653361824817,The Print,Tuesday
5G mass adoption won't happen overnight: Vodafone Idea CEO,"Mass adoption of 5G won't happen overnight as it lacks scalable use cases, Vodafone Idea CEO Ravinder Takkar told Financial Express. ""5G can be an enabler to digital services but can that service be available tomorrow or day after...I don't think that's the case,"" Takkar said. He added that the upcoming 5G auctions will be different from the past auctions.",2022-05-23,Ananya Goyal,https://www.financialexpress.com/industry/5g-mass-adoption-wont-happen-overnight-vodafone-idea-ceo-and-md-ravinder-takkar/2533970/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653311051898_961.jpg?,https://inshorts.com/en/news/5g-mass-adoption-wont-happen-overnight-vodafone-idea-ceo-1653317427532,Financial Express,Monday
Tesla still believes in ESG: Investor after Musk calls it 'scam',"Tesla investor John Streur has said the automaker still believes in ESG indexes after it was cut from S&P 500 ESG Index last week. Streur's comment comes after Tesla CEO Elon Musk criticised S&P Global Ratings and called ESG a ""scam"". Asked if Musk believes in ESG, Streur said, ""I can't speak for him, but I think his company does.""",2022-05-24,Aishwarya Awasthi,https://www.reuters.com/business/sustainable-business/tesla-investor-streur-says-carmaker-still-believes-esg-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653362733122_224.jpg?,https://inshorts.com/en/news/tesla-still-believes-in-esg-investor-after-musk-calls-it-scam-1653364748450,Reuters,Tuesday
"Toyota to cut global production plan by 1,00,000 in June","Toyota Motor will cut its global production plan by about 1,00,000 to roughly 8,50,000 vehicles in June due to chip shortage. The firm said that chips shortage, COVID-19 outbreaks and other factors ""are making it difficult to look ahead"". However, it didn't change its estimate of producing about 9.7 million vehicles globally by March 2023.",2022-05-24,Aishwarya Awasthi,https://www.reuters.com/business/autos-transportation/toyota-cut-global-production-by-100000-june-2022-05-24/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653361371727_67.jpg?,https://inshorts.com/en/news/toyota-to-cut-global-production-plan-by-100000-in-june-1653362571540,Reuters,Tuesday
Pepperfry to file prospectus for $250 million-IPO in June: Report,"Pepperfry has kicked off plans to raise $250 million through an IPO in 2022, Moneycontrol reported. The IPO prospectus, which is being prepared currently, is likely to be filed with market regulator SEBI by June. Pepperfry aims to raise the funds through a combination of primary and secondary issuance of shares and the final IPO size may vary later.",2022-05-23,Ashley Paul,https://www.moneycontrol.com/news/business/companies/pepperfry-picks-i-sec-axis-cap-jpm-for-around-250-mn-ipo-filing-likely-next-month-8561711.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653320085235_10.jpg?,https://inshorts.com/en/news/pepperfry-to-file-prospectus-for-$250-millionipo-in-june-report-1653322009574,Moneycontrol,Monday
